HS,51,6918,0,0,0,0,0,x,0,x,0,v,a,3,0,0,0,0,ferry bot
Ag,43,6918,0,0,1,3,0,x,0,a,0,x,x,3,0,0,0,1,
sc,57,6918,0,0,0,0,0,f,0,x,0,x,g,4,0,0,0,0,no worky worky
gc,15,7413,0,0,1,0,4,f,4.3,s,0,n,x,2,0,1,0,0,misses some of shots
SB,22,7413,0,0,0,0,3,f,0,a,0,a,x,4,0,0,0,0,"No auto, no chain, but tele op is ok"
sc,33,7413,0,0,1,0,3,f,0,o,0,a,x,2,0,0,0,0,not fast
Mk,38,7413,0,0,1,0,2,f,0,x,0,n,x,2,0,0,1,0,
gc,15,7413,0,0,1,0,4,f,4.3,s,0,n,x,2,0,1,0,0,misses some of shots
AD,49,7413,0,0,0,0,5,f,0,x,0,a,x,3,0,0,0,1,
BK,56,7413,0,0,0,0,6,f,0,a,0,n,x,1,0,0,0,0,
EZ,65,7413,0,0,0,0,1,f,0,p,0,a,x,2,0,1,1,0,not super effective
HS,2,7419,0,0,0,0,5,f,0,x,0,v,a,4,0,0,1,1,
AL,16,7419,0,0,0,0,5,f,0,p,0,a,g,3,0,0,0,0,Missed quite a few for speaker 
AY,44,7419,0,0,0,0,8,b,0,x,0,v,x,5,0,0,0,1,
HS,54,7419,0,0,0,0,4,f,0,x,0,n,a,3,0,0,0,0,terrible intake system literally spent a minute
TD,67,7419,0,0,0,0,1,f,0,p,0,n,x,2,0,0,1,0,
EZ,5,8048,0,0,0,0,1,f,3.1,s,0,a,x,4,0,0,1,0,inconsistent
AY,12,8048,0,0,1,0,4,b,0,s,0,v,x,4,0,0,0,1,Pretty accurate scoring
Mk,18,8048,0,0,1,0,3,f,0,o,0,a,b,3,0,0,0,0,
AD,24,8048,1,0,0,0,2,f,0,o,0,n,x,2,0,0,0,0,
gc,41,8048,0,0,1,0,0,x,0,x,0,n,x,1,1,0,0,0,did not move at all in teleop
sc,48,8048,0,0,1,0,1,f,0,o,0,n,x,1,0,0,1,0,shooter took weak
AS,52,8048,0,0,2,0,6,f,0,x,0,a,x,3,0,0,0,0,Ngl I didnt pay attention I was watching our bot
mg,62,8048,0,0,0,0,6,f,0,s,0,v,x,4,0,0,0,0,
Mk,2,8404,1,0,1,0,0,b,0,p,0,a,g,3,0,0,0,0,
AL,20,8404,0,1,0,0,0,x,0,p,0,n,g,3,0,0,0,0,"Note got stuck on robot,could not score after"
mj,29,8404,0,0,2,0,0,x,0,x,0,n,b,1,1,0,0,0,
DU,48,8404,0,0,3,2,2,f,0,x,0,n,x,3,0,0,0,0,Note gets stuck in outtake sometimes
AK,1,8546,0,0,0,0,0,x,0,x,0,x,x,1,1,0,0,0,
AK,17,8546,0,1,0,0,0,x,0,x,0,x,x,3,0,0,0,0,
sc,14,8546,0,0,0,1,0,f,0,x,0,n,g,1,0,0,0,0,slow defender
AY,26,8546,0,0,0,0,0,x,0,x,0,a,a,3,1,0,0,0,
mj,31,8546,0,0,0,0,0,x,0,x,0,n,b,1,0,0,0,0,
TD,41,8546,0,0,0,0,0,f,0,p,0,a,b,3,0,0,0,0,
BE,45,8546,0,0,0,0,0,x,0,x,0,a,g,3,0,0,0,0,Intake not connected
mj,31,8546,0,0,0,0,0,x,0,x,0,n,b,1,0,0,0,0,
be,56,8546,0,0,0,0,0,x,0,x,0,x,x,3,1,0,0,0,Also just didnt move
mj,69,8546,0,0,0,0,0,x,0,x,0,n,b,1,0,0,0,0,
BK,74,8546,0,0,0,0,0,x,0,o,0,n,g,2,0,0,0,0,Just defense.
AD,10,9114,0,0,0,0,2,f,0,o,0,a,x,4,0,0,0,1,seemed good but note stuck in intake then couldnt score
AK,16,9114,0,0,1,0,0,x,0,a,0,a,g,2,0,0,0,0,
TD,26,9114,0,0,0,0,1,f,7.4,o,0,a,g,2,0,0,1,0,
mj,32,9114,0,0,0,0,0,f,0,a,0,x,b,3,0,0,0,0,
BE,47,9114,0,0,2,2,4,b,0,p,1,a,a,3,0,0,0,0,I didnt see anythjng
mj,41,9114,0,0,1,0,5,b,1.3,o,0,v,x,5,0,0,0,1,
mj,32,9114,0,0,0,0,0,f,0,a,0,x,b,3,0,0,0,0,
SP,7,9114,0,0,0,0,1,f,0,a,0,n,b,2,1,0,1,0,
ak,59,9114,0,0,1,0,2,f,0,x,0,x,x,3,0,0,0,0,
mj,65,9114,0,0,0,0,2,f,3.2,a,0,n,b,2,1,0,0,0,
AK,2,9125,1,0,0,0,2,f,3,x,0,a,x,2,0,0,0,0,
SB,8,9125,1,0,1,0,0,x,45,o,0,n,x,4,0,0,0,0,I think they were chain only except for 1 auto speaker
TD,27,9125,0,0,0,0,5,f,0,a,0,a,x,2,0,0,1,0,
Mk,35,9125,0,0,0,0,0,x,0,o,0,a,g,2,0,0,0,0,
Ag,41,9125,0,0,0,0,4,f,0,x,0,n,a,2,0,0,1,0,
sc,41,9125,0,0,0,0,1,x,0,a,0,n,x,1,0,0,1,0,doodoo
Mk,52,9125,0,0,0,0,1,f,0,x,0,x,x,3,1,0,0,0,
Ag,41,9125,0,0,0,0,4,f,0,x,0,n,a,2,0,0,1,0,
DU,61,9125,0,0,0,0,3,f,0,p,0,a,x,1,0,0,0,0,
BE,73,9125,0,0,1,0,4,b,0,o,0,a,a,3,0,0,0,0,
DU,7,9470,0,0,1,0,5,x,0,a,0,a,g,4,0,0,0,0,Missed shots they didn’t take from the center.
AS,18,9470,0,0,1,0,4,f,0,x,0,n,x,2,1,0,0,0,Was scoring well but drive became clunky
EZ,32,9470,0,0,0,0,2,f,0,p,0,a,x,2,0,0,1,0,"pretty jerky drive, consistent shooting"
AK,37,9470,0,0,2,0,0,x,0,x,0,a,a,3,0,0,0,0,
BE,46,9470,0,0,2,2,4,b,0,x,1,a,b,4,0,1,0,0,
AD,60,9470,0,0,2,0,3,f,0,x,0,a,x,3,0,0,0,0,struggled to pick up but pretty good bot if fixed
mj,66,9470,0,0,0,0,2,f,0,x,0,n,x,2,1,0,0,0,
BK,72,9470,0,0,0,0,3,f,0,a,0,n,x,2,0,1,0,0,
Ps,7,9504,0,0,0,1,0,s,0,o,0,a,b,2,0,0,0,0,
EZ,17,9504,0,0,1,0,3,s,0,p,0,a,x,3,0,0,1,1,a little slow but consistent shooting
DU,23,9504,0,0,1,0,0,s,0,x,0,n,x,2,0,0,0,0,Was shuttling rings for team. Tank drive slow lineup.
BE,31,9504,0,0,0,0,2,s,0,p,1,n,b,3,0,1,0,0,Drivers kept pausing and shifting back and forth
AD,42,9504,0,0,0,0,3,s,0,x,0,n,x,2,0,0,1,0,
sc,46,9504,0,0,1,0,1,s,0,x,0,n,x,1,0,0,1,0,low source tolerance
SP,10,9504,0,0,0,0,3,s,0,x,0,n,b,2,0,0,0,0,
AS,58,9504,0,0,0,0,0,x,0,x,0,n,x,2,0,0,0,0,
